text,rating,date,useful_votes,producto,text_clean,text_length,year_month
Buen celular más avanzado que el que tenia. Más preciso y agil.,5,2025-04-25,0,Samsung A15,buen celular mas avanzado que el que tenia mas preciso y agil,12,2025-04
No es lo que esperaba pero esta bueno.,5,2025-04-25,0,Samsung A15,no es lo que esperaba pero esta bueno,8,2025-04
Por ahora muy bueno.,5,2025-04-25,0,Samsung A15,por ahora muy bueno,4,2025-04
"Me gustó mucho,, siempre uso motorola,,.",5,2025-04-25,0,Samsung A15,me gusto mucho siempre uso motorola,6,2025-04
Cubrió todas mis expectativas.,5,2025-04-25,0,Samsung A15,cubrio todas mis expectativas,4,2025-04
Muy lindo 😊 y anda muy bien.,5,2025-04-25,0,Samsung A15,muy lindo  y anda muy bien,6,2025-04
"Muy buen teléfono, la cámara flama.",5,2025-04-24,0,Samsung A15,muy buen telefono la camara flama,6,2025-04
Esta bueno me gusta.,5,2025-04-24,0,Samsung A15,esta bueno me gusta,4,2025-04
"Siempre compro esa marca!es muy buena calidad ,por supuesto que deben ponerle funda y vidrio protector.",5,2025-04-24,0,Samsung A15,siempre compro esa marcaes muy buena calidad por supuesto que deben ponerle funda y vidrio protector,16,2025-04
"Excelente, y al mejor precio!!!.",5,2025-04-24,0,Samsung A15,excelente y al mejor precio,5,2025-04
Cuatro estrellas por qué vino sin cargador.,5,2025-04-24,0,Samsung A15,cuatro estrellas por que vino sin cargador,7,2025-04
Excelente 👌.,5,2025-04-23,0,Samsung A15,excelente ,1,2025-04
Cumple con precio y calidad.,5,2025-04-23,0,Samsung A15,cumple con precio y calidad,5,2025-04
Muy buen producto. Fácil de usar.,5,2025-04-23,0,Samsung A15,muy buen producto facil de usar,6,2025-04
Excelente. Cumple con las expectativas esperadas.,5,2025-04-23,0,Samsung A15,excelente cumple con las expectativas esperadas,6,2025-04
Por ahora bien hace unos días que lo tengo.,5,2025-04-22,0,Samsung A15,por ahora bien hace unos dias que lo tengo,9,2025-04
"Muy bueno, en unos años te digo como va.",5,2025-04-22,0,Samsung A15,muy bueno en unos anos te digo como va,9,2025-04
Por el precio es alto celu.,5,2025-04-22,0,Samsung A15,por el precio es alto celu,6,2025-04
Exelente celular habré más de 12 ventanas.,5,2025-04-22,0,Samsung A15,exelente celular habre mas de 12 ventanas,7,2025-04
"Muy bueno. Se lo regalamos a mi mamá por sus 60 años, super contenta. Lo elegí porque mi novia tiene el mismo y es un muy buen teléfono. Saca unas fotos geniales y tiene mucha memoria.",5,2025-04-22,0,Samsung A15,muy bueno se lo regalamos a mi mama por sus 60 anos super contenta lo elegi porque mi novia tiene el mismo y es un muy buen telefono saca unas fotos geniales y tiene mucha memoria,36,2025-04
Tiene buena memoria ram y de almacenamiento. La batería me dura bien todo el día y yo lo uso mucho !! contenta con la compra!!.,5,2025-04-22,0,Samsung A15,tiene buena memoria ram y de almacenamiento la bateria me dura bien todo el dia y yo lo uso mucho  contenta con la compra,24,2025-04
"Por el momento anda de maravilla. Es un celular de gama media, con buenas prestaciones para su precio. Se. Lo compré a mi mujer. No puedo juzgar mucho la cámara todavía, pero parece ser bastante buena. La pantalla tiene una densidad de pixels por pulgada bastante decente. Para los precios actuales, es una buena opción. Está en marcha desde hace 3 días, con whatsapp, telegram, facebook, gmail y hotmail en app genérica de mail del dispositivo. Por el momento corre todo fluído y normal. Si cambia algo, edito en el futuro.",5,2025-04-22,0,Samsung A15,por el momento anda de maravilla es un celular de gama media con buenas prestaciones para su precio se lo compre a mi mujer no puedo juzgar mucho la camara todavia pero parece ser bastante buena la pantalla tiene una densidad de pixels por pulgada bastante decente para los precios actuales es una buena opcion esta en marcha desde hace 3 dias con whatsapp telegram facebook gmail y hotmail en app generica de mail del dispositivo por el momento corre todo fluido y normal si cambia algo edito en el futuro,91,2025-04
"Todavía no puedo opinar con propiedad, recién lo estoy probando. Hasta ahora, muy satisfecho.",5,2025-04-21,0,Samsung A15,todavia no puedo opinar con propiedad recien lo estoy probando hasta ahora muy satisfecho,14,2025-04
Muy bueno lastima que no traigan más los cargadores.,5,2025-04-21,0,Samsung A15,muy bueno lastima que no traigan mas los cargadores,9,2025-04
Excelente 👌 👌 👌.,5,2025-04-21,0,Samsung A15,excelente   ,1,2025-04
"Relacionmprecio/calidad excelente, por supuesto q de acuerdo a sus características es un poco lento ante ciertos procesos, pero no es excusa para dar 5 estrellas.",5,2025-04-21,0,Samsung A15,relacionmpreciocalidad excelente por supuesto q de acuerdo a sus caracteristicas es un poco lento ante ciertos procesos pero no es excusa para dar 5 estrellas,25,2025-04
Muy bien. Hermoso. Buenísimo.,5,2025-04-21,0,Samsung A15,muy bien hermoso buenisimo,4,2025-04
"Buen producto, muy buena cámara tiene.",5,2025-04-21,0,Samsung A15,buen producto muy buena camara tiene,6,2025-04
Muy bueno todo.,5,2025-04-21,0,Samsung A15,muy bueno todo,3,2025-04
Recomendable.,5,2025-04-20,0,Samsung A15,recomendable,1,2025-04
Espectacular.,5,2025-04-20,0,Samsung A15,espectacular,1,2025-04
"La batería dura mucho, excelente pantalla amoled, en ese rango de precio es de lejos la mejor pantalla. El nfc es un bueno adicional también. El lector de huellas funciona muy bien. No tiene gorila glass y los 4gb de ram se notan, si abris youtube y unos 2 apps más el telefono empieza a sufrir. Por el precio es muchíssimo recomendable.",5,2025-04-20,0,Samsung A15,la bateria dura mucho excelente pantalla amoled en ese rango de precio es de lejos la mejor pantalla el nfc es un bueno adicional tambien el lector de huellas funciona muy bien no tiene gorila glass y los 4gb de ram se notan si abris youtube y unos 2 apps mas el telefono empieza a sufrir por el precio es muchissimo recomendable,62,2025-04
Todo ok.,5,2025-04-19,0,Samsung A15,todo ok,2,2025-04
"Es un celular estándar, calidad precio está muy bien. Se lo compré a mi mamá , recién comenzó a usarlo, veremos con el tiempo qué tal le va. Lindo celu!.",5,2025-04-19,0,Samsung A15,es un celular estandar calidad precio esta muy bien se lo compre a mi mama  recien comenzo a usarlo veremos con el tiempo que tal le va lindo celu,29,2025-04
"No le doy 5 estrellas porque me parece que por lo que cuesta el equipo, al menos podrían poner un cargador.",4,2024-07-19,617,Samsung A15,no le doy 5 estrellas porque me parece que por lo que cuesta el equipo al menos podrian poner un cargador,21,2024-07
"Lo tengo hace un mes. Empiezo por lo malo, y es que vino envuelto en poco papel burbuja y luego envuelto así nomás con una bolsa de consorcio. Puntos a favor: lo conseguí en oferta a 268. 000 en 6 cuotas sin interés! la cámara es excelente como se puede apreciar en las fotos, y el lente de 50mp es una locura, muy detallado. Las fotos del gato negro y las masitas están sacadas con la de 50mp, las demás con la de 12 y salen excelentes de igual manera. El gran angular es muy bueno, aunque obviamente baja la calidad de la foto pero sigue quedando bien. , el modo noche también (foto del concierto). Tema batería: no me puedo quejar, dura muchísimo, en mi caso, con bastante uso aguanta 1 día y medio, y carga completamente en menos de 1h y media. Jamás se me trabó, dejando abiertas en simultáneo más de 20 aplicaciones. Lo único que no me gusta es que no cuenta con parlante stereo, pero tiene un volumen muy alto, lo cual suma! en unos meses actualizaré.",4,2025-01-07,170,Samsung A15,lo tengo hace un mes empiezo por lo malo y es que vino envuelto en poco papel burbuja y luego envuelto asi nomas con una bolsa de consorcio puntos a favor lo consegui en oferta a 268 000 en 6 cuotas sin interes la camara es excelente como se puede apreciar en las fotos y el lente de 50mp es una locura muy detallado las fotos del gato negro y las masitas estan sacadas con la de 50mp las demas con la de 12 y salen excelentes de igual manera el gran angular es muy bueno aunque obviamente baja la calidad de la foto pero sigue quedando bien  el modo noche tambien foto del concierto tema bateria no me puedo quejar dura muchisimo en mi caso con bastante uso aguanta 1 dia y medio y carga completamente en menos de 1h y media jamas se me trabo dejando abiertas en simultaneo mas de 20 aplicaciones lo unico que no me gusta es que no cuenta con parlante stereo pero tiene un volumen muy alto lo cual suma en unos meses actualizare,181,2025-01
"No trae cargador!!!!! osea que aunque parezca menor, hay que hacer un gasto más.",4,2024-09-06,70,Samsung A15,no trae cargador osea que aunque parezca menor hay que hacer un gasto mas,14,2024-09
"Al lado de mi iphone6, este es gardel.",4,2024-07-05,52,Samsung A15,al lado de mi iphone6 este es gardel,8,2024-07
"Esta muy lindo, tiene buena cámara. Lo único malo, que no trae cargador y es algo que debería tener porque es parte del equipo.",4,2024-09-25,45,Samsung A15,esta muy lindo tiene buena camara lo unico malo que no trae cargador y es algo que deberia tener porque es parte del equipo,24,2024-09
"Recién lo estoy usando, no puedo calificar que tan bueno es, lastima que no trae cargador.",4,2024-08-01,31,Samsung A15,recien lo estoy usando no puedo calificar que tan bueno es lastima que no trae cargador,16,2024-08
"Para el precio esta muy bueno, la pantalla de 90hz suma mucho, hay que tener en cuenta que hay que comprar un cargador aparte porque no lo incluye pero es normal en la compra de celulares ""modernos"". Tiene nfc que en mi caso lo uso para acreditar cargas en la sube, para uso diario anda fluido y la memoria alcanza y sobra. La cámara esta bastante buena por el precio, la batería quizás podría ser un poco más duradera pero no es problema. La huella digital funciona rápido y eficaz. Lo recomiendo para uso diario ""normal"" de redes sociales y trabajo.",4,2024-09-21,24,Samsung A15,para el precio esta muy bueno la pantalla de 90hz suma mucho hay que tener en cuenta que hay que comprar un cargador aparte porque no lo incluye pero es normal en la compra de celulares modernos tiene nfc que en mi caso lo uso para acreditar cargas en la sube para uso diario anda fluido y la memoria alcanza y sobra la camara esta bastante buena por el precio la bateria quizas podria ser un poco mas duradera pero no es problema la huella digital funciona rapido y eficaz lo recomiendo para uso diario normal de redes sociales y trabajo,101,2024-09
"Se ve muy bueno, el sistema copia todo de tu celular anterior con facilidad. Noble doy más punta je porque no trae cargador. Me parece de cuarta comprar un celular que funciona a batería y que no traiga su cargador. Patético. Una pena xq de o contrario seria excelente.",4,2024-10-18,20,Samsung A15,se ve muy bueno el sistema copia todo de tu celular anterior con facilidad noble doy mas punta je porque no trae cargador me parece de cuarta comprar un celular que funciona a bateria y que no traiga su cargador patetico una pena xq de o contrario seria excelente,49,2024-10
Le falta el cargador osea tiene el cable nomas lo. Unico que reprocho.,4,2024-10-03,14,Samsung A15,le falta el cargador osea tiene el cable nomas lo unico que reprocho,13,2024-10
Muy buen celular lastima que ya no incluye cargador cuando el resto de las marcas te traen cargadores de carga rápida.,4,2024-10-01,14,Samsung A15,muy buen celular lastima que ya no incluye cargador cuando el resto de las marcas te traen cargadores de carga rapida,21,2024-10
Muy lindo excelente precio calidad lindo para mí gusto.,4,2024-08-22,13,Samsung A15,muy lindo excelente precio calidad lindo para mi gusto,9,2024-08
Esta bueno del celu lo malo que viene sin cargador!!.,4,2024-09-24,10,Samsung A15,esta bueno del celu lo malo que viene sin cargador,10,2024-09
"Muy buen teléfono, lo único que no trae cargador, tendrían que agregarlo.",4,2024-10-26,8,Samsung A15,muy buen telefono lo unico que no trae cargador tendrian que agregarlo,12,2024-10
"Hola!!! lo único disconforme fue rl cable de carga sin enchufe y una entrada para adaptar a el enchufe de otros que es más chica no compatible,por lo demás bien,gracias.",4,2024-10-27,5,Samsung A15,hola lo unico disconforme fue rl cable de carga sin enchufe y una entrada para adaptar a el enchufe de otros que es mas chica no compatiblepor lo demas biengracias,30,2024-10
"Cumplió con las expectativas, me complicó un poquito conseguir el cargador para el cable que trae pero ya está!.",4,2024-10-04,4,Samsung A15,cumplio con las expectativas me complico un poquito conseguir el cargador para el cable que trae pero ya esta,19,2024-10
"Lo tengo hace una semana, y hasta ahora de 10 todo,sólo q debería haber traído cargador y la cámara pensé q iba a ser mucho mejor, pero igual zafa, todo lo demás muy lindo.",4,2024-12-01,3,Samsung A15,lo tengo hace una semana y hasta ahora de 10 todosolo q deberia haber traido cargador y la camara pense q iba a ser mucho mejor pero igual zafa todo lo demas muy lindo,34,2024-12
No trae enchufe.,4,2024-11-08,3,Samsung A15,no trae enchufe,3,2024-11
A veces se tilda. Si pueden compren algo más con más ram.,4,2024-12-09,2,Samsung A15,a veces se tilda si pueden compren algo mas con mas ram,12,2024-12
"Tiene menos de una semana. Esperaba que sea más grande, y ojo que la batería no dura mucho, dura lo mismo que un promedio. Esperaba que sea más rendidor. Tiene buena cámara. Viene con el cable usb pero sin adaptador, hay que comprarle aparte.",4,2024-12-06,2,Samsung A15,tiene menos de una semana esperaba que sea mas grande y ojo que la bateria no dura mucho dura lo mismo que un promedio esperaba que sea mas rendidor tiene buena camara viene con el cable usb pero sin adaptador hay que comprarle aparte,44,2024-12
No incluye cargador.,4,2024-10-04,2,Samsung A15,no incluye cargador,3,2024-10
Vengo de una a12 y mejoro cámara y duración de batería hasta hoy muy conforme.,4,2025-04-08,1,Samsung A15,vengo de una a12 y mejoro camara y duracion de bateria hasta hoy muy conforme,15,2025-04
"Por 300 lucas, y por el uso normal (nada exagerado) que le doy, terrible compra hice. Con que me dure, andando normal, unos 3 o 4 años, sería perfecto. Lo único que me pareció muy malo es que no traiga cargador (solo el cable) ni auriculares. Por el resto, muy conforme.",4,2025-03-06,1,Samsung A15,por 300 lucas y por el uso normal nada exagerado que le doy terrible compra hice con que me dure andando normal unos 3 o 4 anos seria perfecto lo unico que me parecio muy malo es que no traiga cargador solo el cable ni auriculares por el resto muy conforme,51,2025-03
